,By,Bz,PC1,PC2,PC3,PC4,SML,cpcp,hour,time,hourbin,event
567,-4.110000133514404,0.8500000238418579,-59298.72792969642,-107826.79500879969,-33720.069308704566,8.471481400988239,-139.0,53.03903981695116,1.0166666666666666,2010-08-03 06:40:00,1.0,12
568,-4.190000057220459,1.059999942779541,-35174.80521715703,-135783.5626197839,-61508.968721188176,15720.449833649276,-153.0,49.38277339949216,1.1,2010-08-03 06:45:00,1.0,12
569,-3.809999942779541,1.5299999713897705,-30248.893971731315,-139765.56043139615,-35342.07822157173,6772.027660668804,-151.0,43.00150250838751,1.1833333333333333,2010-08-03 06:50:00,1.25,12
570,-3.9100000858306885,1.7400000095367432,-31031.41260960177,-128811.08960557029,-58011.14946648015,16999.029689180123,-136.0,48.7088529819696,1.2666666666666666,2010-08-03 06:55:00,1.25,12
571,-4.349999904632568,1.3300000429153442,-35352.42866316924,-141191.0166709502,-79513.7207491275,9238.753984347462,-117.0,49.64439012303267,1.35,2010-08-03 07:00:00,1.25,12
572,-4.730000019073486,0.7699999809265137,-30439.162253335322,-130464.43910106065,-68154.25736045456,9992.096123812482,-108.0,52.69182596514435,1.4333333333333333,2010-08-03 07:05:00,1.5,12
573,-4.360000133514404,0.949999988079071,-28822.91074346663,-129306.33113684156,-55444.69181186065,3126.796435351632,-67.0,52.38848035761805,1.5166666666666666,2010-08-03 07:10:00,1.5,12
574,-4.300000190734863,0.7099999785423279,-18931.86586137109,-126484.15197682168,-42647.7198725826,9923.31274667933,-70.0,47.42944674055769,1.6,2010-08-03 07:15:00,1.5,12
575,-2.319999933242798,-0.7799999713897705,113664.76234276612,-115914.53995022246,34856.156471723065,-39790.45678239191,-148.0,29.734613074907568,-0.3,2010-09-17 06:30:00,-0.25,13
576,-1.940000057220459,-1.4900000095367432,106033.34481596765,-100811.28500911345,18153.77423711111,-18521.829090998657,-115.0,29.917057197388612,-0.21666666666666667,2010-09-17 06:35:00,-0.25,13
577,-1.8799999952316284,-2.1600000858306885,111644.43441836341,-106820.0800237359,1586.7039450297716,-9226.253520102448,-93.0,29.59846838442703,-0.13333333333333333,2010-09-17 06:40:00,-0.25,13
578,-2.1700000762939453,-0.9599999785423279,79151.23486624334,-113787.91111311485,-3424.011614954555,3988.1905599990464,-76.0,30.532517387258558,-0.05,2010-09-17 06:45:00,0.0,13
579,-1.6200000047683716,-2.609999895095825,49993.15669542686,-84126.72003908809,-10490.635404326873,15691.303032272666,-157.0,38.58368602589377,0.03333333333333333,2010-09-17 06:50:00,0.0,13
580,-1.309999942779541,-2.490000009536743,70077.71341038644,-45133.12829368084,-959.5006696628941,3505.8292049158695,-333.0,39.70341799152492,0.11666666666666667,2010-09-17 06:55:00,0.0,13
581,-1.5700000524520874,-1.149999976158142,20256.108992740188,-53578.37449579915,-26858.59450674349,-14324.45748553032,-502.0,44.30438982288944,0.2,2010-09-17 07:00:00,0.25,13
582,-1.5199999809265137,0.009999999776482582,25495.557763886998,-8219.690722985535,-202.12053055879844,-7124.8091987448015,-490.0,47.860929229300126,0.2833333333333333,2010-09-17 07:05:00,0.25,13
583,-0.49000000953674316,-0.75,-4757.584630042786,12425.54087517802,-3799.0097583865463,21246.093126982312,-426.0,56.320912015017164,0.36666666666666664,2010-09-17 07:10:00,0.25,13
584,-1.7000000476837158,-1.4700000286102295,-33792.76426658325,33641.280867486086,-23562.707492330883,26840.530637639426,-399.0,65.4841343544847,0.45,2010-09-17 07:15:00,0.5,13
585,-0.2800000011920929,-3.259999990463257,-15528.769783787578,35355.17159487615,-8883.775245291394,16050.759070587008,-264.0,60.17357943789507,0.5333333333333333,2010-09-17 07:20:00,0.5,13
586,0.1899999976158142,-2.9800000190734863,62713.56618108835,47124.4373344956,-11194.513167059456,3319.608737418054,-230.0,52.74442155599965,0.6166666666666667,2010-09-17 07:25:00,0.5,13
587,-0.5600000023841858,-2.640000104904175,98130.43153618312,25914.197581651828,-12024.895337298334,22701.55453465252,-196.0,49.29719079174354,0.7,2010-09-17 07:30:00,0.75,13
588,-0.4300000071525574,-2.5999999046325684,108358.98052172693,24666.227060773737,19074.657572894408,15546.993941000237,-191.0,47.84353200003339,0.7833333333333333,2010-09-17 07:35:00,0.75,13
589,-0.3400000035762787,-2.680000066757202,97882.5575806097,49376.09110332352,15505.81788961011,53147.02618012066,-180.0,53.39964730423706,0.8666666666666667,2010-09-17 07:40:00,0.75,13
